827,Eliza,20,10.595706,68.10359,82.197395,36.146023
82,Kaylani,21,10.451102,71.874374,14.575998,34.821487
101,Leia,21,10.609621,32.590862,22.539639,21.017738
762,Liam,20,11.856748,9.907478,23.978874,96.404655
981,Priscilla,20,12.706716,17.935276,40.248062,85.29121
484,Giuliana,22,11.593973,2.197863,62.14611,78.09153
774,Violeta,25,10.221753,49.250317,35.508793,54.676304
346,Adaline,22,11.6327505,7.399109,84.43774,38.721058
15,Kayleigh,25,10.237962,77.77997,48.892067,41.441048
707,Sandra,21,12.275051,62.563473,6.474322,78.08272
875,Victoria,25,10.312315,28.027222,79.189415,28.286032
225,Marisol,23,11.25139,23.133665,83.70934,0.5264495
537,Kensington,22,12.455198,14.330036,89.05343,2.1331239
48,Eisley,26,10.80754,26.390665,37.68876,39.762684
423,Bryn,22,12.83668,90.43121,42.660625,74.25039
976,Aranza,22,13.11121,61.023968,61.05703,11.504835
582,Karlee,20,14.869091,92.89486,49.662178,95.73724
137,Marlen,23,12.933519,92.53353,30.610807,80.84169
726,Harlow,27,11.036909,82.67353,74.18555,70.41192
903,Emmerson,29,10.349604,75.64391,46.620007,38.684574
291,Kamiya,29,10.39121,76.44333,35.452644,24.221582
822,Vivienne,22,13.735859,66.609764,76.85144,53.187412
994,Kaydence,21,14.811762,15.297081,85.35371,12.212162
26,Gabriella,24,13.033345,79.05908,38.337627,13.157032
397,Dalary,27,11.599383,36.01502,72.077866,26.730284
34,Marlow,23,13.874875,3.3858442,53.820045,56.907593
874,Karmen,22,14.52474,80.76245,36.10639,19.079704
211,Lola,28,12.065477,60.613995,66.78277,36.30847
983,Sarai,20,17.266872,98.07854,28.73539,2.8207178
60,Kinsley,28,12.371945,71.45053,85.3094,30.482094
244,Zara,26,13.422645,49.025284,55.319115,32.60726
616,Adalynn,31,11.349207,49.82133,0.628644,35.62156
273,Charlee,35,10.321645,3.6396346,72.859215,55.799297
249,Estella,25,14.496852,6.7133226,90.537186,80.41487
590,Florence,21,17.361742,0.3892094,44.67394,32.53878
452,Alia,30,12.187227,69.64865,57.037106,66.35572
574,Reeva,31,11.89418,35.803307,87.45781,3.8546667
757,Jasmine,29,12.804183,78.22936,57.875343,34.946068
107,Kendra,20,19.313107,55.201572,11.670313,62.963295
130,Naveah,33,11.722347,79.51875,70.53375,3.1223564
