1,Gemma,37.03404368908555,29.308751237268517,73.83644934500413,80.86528424261866,42.182271276790715
2,Kelsey,54.26954976095911,53.15689042232663,41.654859503675,65.80715867887021,35.589636739246075
3,Hattie,44.52437280040655,42.6245870430205,89.05785990977255,30.067210253317622,16.22355675075945
4,Scarlett,58.24773697962176,56.5245503992261,32.23225066030936,98.35092677146334,80.99057360000769
5,Adley,39.99114032164061,34.642045481264795,67.81635046793161,86.11782356315764,85.21471207406186
6,Jocelyn,22.591769443653842,33.01534695655532,56.71674852034978,58.81262913721484,53.538037132580484
7,Lela,35.38121145368808,38.91504773840108,7.073725143902454,55.12008279938138,19.747955056104537
8,Noella,54.44474288732031,54.18317541059023,31.628616542818687,40.724329109457344,49.21805007428999
9,Bella,29.656298621176465,50.635605656549764,29.81878258345535,30.132231650605966,98.01949975192316
10,Areli,34.507976088537156,52.46733835996647,80.6096390272705,32.417839556365514,97.91458256262354
11,River,41.579002012999425,30.724603202385527,30.33838196982448,72.3532443084748,29.153229823301697
12,Monica,49.14419904575679,20.53979561240518,5.58073660082573,34.01867224863457,86.61575195496013
13,Paityn,34.20489434426854,17.969058803373045,61.00068856269895,52.30236348921643,88.8605725960818
14,Yamileth,49.161806826105575,48.23662668056229,84.56170983999753,6.555122551301906,80.96960658809344
15,Kayleigh,25.07640208676245,10.237961799056412,77.7799707977332,48.89206670135964,41.441045857925616
16,Ellis,25.045763582069203,32.84378173729526,12.115684094681045,32.75555607950136,49.92984058376281
17,Cherish,59.922672649666296,48.641756953772074,58.16452674147842,14.748620564108029,31.05884802906592
18,Leila,58.21481270063298,46.22762189006616,82.37782473039881,30.77485945526577,27.647128025257885
19,Valeria,48.29492896714939,44.932285671983244,8.224736951179013,68.79346710754261,33.675582326080225
20,Sofia,31.624731833820107,18.65353428803318,34.55239104156733,94.97021053413928,79.1070047898811
21,Navy,29.69922429684406,32.08323715802529,20.982084930672183,93.82698310371728,38.65852349197354
22,Preslee,46.079504150760044,12.970200831060161,1.7887574855014021,33.20798955285987,9.318487680326426
23,Diamond,34.82298618549035,56.1701604295271,14.111993569918402,65.6265030130438,24.073152203047087
24,Rosemary,46.37371197019367,47.74508591954578,73.28468035410374,73.26574419051589,28.928681405321697
25,Jazlyn,26.56614959812388,19.800162703178717,30.555097107518847,31.088631717391003,99.81220747527385
26,Gabriella,24.76067107490148,13.033345175951363,79.05908574436462,38.33762901017028,13.15703214941053
27,Ophelia,55.224176162645,12.371140264902522,15.876357290988674,5.233030609089296,9.829822341683947
28,Molly,49.217096406335926,35.56227289157154,88.53905889418681,62.956488798065436,27.48176158397889
29,Genevieve,21.44958751538426,22.567767390544848,12.028365552791264,81.02344697467345,11.059808023435702
30,Naomi,50.643087863121984,17.562702370066837,3.4522372502241994,88.3949032711901,79.38694888086144
31,Georgia,41.969501870980785,27.098562509706678,1.5673999160136232,48.08106403318266,16.338580207365517
32,Zora,22.922668554541872,29.338323370964805,66.12595092742082,87.12230822305831,36.693084279359766
33,Coco,21.07147208343973,26.510577804550348,48.950392820762026,12.820026530784434,87.49253676314724
34,Marlow,23.608349536339688,13.874875218735696,3.385844180738873,53.82004494952773,56.90759206635787
35,Lindy,30.28728705000838,31.453528938436463,20.56709396984425,54.106175471403084,23.955804230477227
36,Andie,36.81362790168802,18.395470960716338,86.42794969428368,17.670978374970115,58.78625144334224
37,Fallon,59.75080149247297,24.54877411996528,18.338843452962873,87.35991977873498,43.982742500386706
38,Laylah,37.59903174557301,16.189420574144105,56.021859314074675,31.764821725453707,98.3760367635844
39,Nicole,29.476838567153738,14.776770308354706,5.18432066544986,1.8035990575915206,69.7349110741124
40,Laila,54.94552273243186,22.873523139742044,4.154788784154951,49.09040232264776,95.50501862593498
41,Kamryn,40.09171506908734,20.841741524667725,71.48904880980493,49.27657263108499,38.664724682631125
42,Amy,36.275982724766024,48.63988809987982,85.9895745110334,82.93171341872542,58.97125626354247
43,Jenesis,37.29824254963549,37.891516136734225,66.62786679731633,17.39335603653981,37.059739963917096
44,Isabelle,38.29046943860878,47.64346486909182,27.544192838039205,92.42536592312145,75.27566421274476
45,Kailyn,20.930430025780172,21.41862082930433,80.42793585091019,63.913405860676974,34.94965649536407
46,Mikaela,41.052792411875515,56.402661505676065,39.83326181814475,27.30804611979576,51.44899645931588
47,Cassie,37.5154632612235,47.615020050974046,59.00372527800196,27.74857705125726,18.202934491815135
48,Eisley,26.451870552283417,10.807540202546909,26.39066415783079,37.688757300822104,39.76268220894891
49,Miah,51.26287182016766,47.53795911413918,13.170384781486632,63.89306839795418,60.240385216970935
50,Skai,26.58928129061906,56.0467563766514,58.596232872608454,65.07114049194578,26.44275768025679
51,Promise,31.60404914200241,55.258824430748035,50.13616863209492,0.4680842805148355,8.865012689885843
52,Ariella,29.543411963304482,28.549127145281986,60.01185880353167,7.732954138273495,34.847574284046125
53,Ellie,58.95896806475871,42.62739281545697,61.78616203121442,22.657590293939055,76.4772223240027
54,Emerie,27.137168577375192,18.54641315105567,95.94021555126682,79.27672086497141,86.4946915204335
55,Riah,40.56731183218396,53.90581497288116,75.1324855924071,41.24882828583015,3.335619362601694
56,Giada,47.42035566577921,28.289452539739255,27.296632896861162,46.038457985042754,10.775959979707949
57,Dorothy,45.28147699389102,54.56856722101476,0.360419175811455,60.55605009086859,6.782680395170249
58,Emmi,53.0899799045996,34.79813033520096,28.274272922208354,35.224603226221106,96.05910340833603
